Rank,Name,Course,Category
130707,Vidyapeeth DU Medical College Dhankawadi  Pune-Satara Road  Pune ,MBBS,Open
130758,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
130801,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
130877,Medical College  Mahabubabad Government Medical College ,MBBS,ST
130890,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
130939,Medical College  Jagtial Government Medical College  Jagtial  Jagtial,MBBS,ST
130992,Vidyapeeth DU Medical College Dhankawadi  Pune-Satara Road  Pune ,MBBS,Open
131028,GOVT. MEDICAL COLLEGE  THENI G. Vilakku  Shanmugasundarapuram,MBBS,ST
131041,Vidyapeeth DU Dental College and Hospt.  Pune Bharati Vidyapeeth (Deemed to,BDS,Open
131136,Govt. Medical College  Mandi Mandi at Nerchowk Tehsil Balh PO Bhangrotu ,MBBS,SC
131154,of Medical Sciences and SUM Host.  Bhubaneswar K 8 Kalinga Nagar Po,MBBS,Open
131302,Institute of Medical Science  Kochi Amrita School of Medicine,MBBS,Open
131306,MEDICAL COLLEGE THOOTHUKUDI KAMARAJ NAGAR ,MBBS,ST
131326,Medical College  Ramagundam SURVEY NUMBER 92 95 96 MALKAPUR,MBBS,ST
131328,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
131352,Medical College & Hospital Rangalikhata Rangalikhata Pt.-1  Kokrajhar ,MBBS,ST
131354,Dental College Hyderabad GOVERNMENT DENTAL COLLEGE AND,BDS,SC
131364,Medical College  Nagarkurnool Sy no. 237  Uyyalawada village ,MBBS,ST
131490,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
131553,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
131556,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
131578,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
131632,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
131657,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
131711,IMS BHU Dental  Varanasi Institute of Medical Sciences  Banaras Hindu University  Uttar,BDS,SC
131768,of Medical Sciences and SUM Host.  Bhubaneswar K 8 Kalinga Nagar Po,MBBS,Open
131801,University  Bijapur SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD,MBBS,Open
131844,Medical College  Krishnagiri Block-1  Polupalli  Krishnagiri  Tamil Nadu ,MBBS,ST
131847,MEDICAL COLLEGE VIZIANAGARAM Opposite Central Tribal University   Near,MBBS,ST
131902,Hegde Medical Academy  Mangaluru Deralakatte  Mangaluru  Dakshina Kannada,MBBS,Open
131937,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
132003,BENGAL DENT.COLL SUSHRUTNAGAR P.O SHUSHRUTA NAGAR  DIST.,BDS,SC
132022,Rajeswari Medical College Bengaluru 202  Kambipura  Bengaluru Mysuru High,MBBS,Open
132085,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
132106,Medical College  Nagapattinam NO.1 MANALMEDU  ORATHUR VILLAGE ,MBBS,ST
132163,DentalCollege and Hospital Paithna Bhaganbigha Rahui Nalanda Paithna-,BDS,SC
132173,DHARAMAPURI MED COLL DHARMAPURI NETHAJI BYPASS ROAD,MBBS,ST
132175,Rajamahendravaram Government Medical College  Rajamahendravaram ,MBBS,ST
132178,MEDICAL COLLEGE Karimnagar Telangana The Principal ,MBBS,ST
132298,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
132312,MC  Thiruvannamalai  TN District Collectorate  Master Plan Complex ,MBBS,ST
132333,Medical College & Hospital  Bihta ESIC Medical College and Hospital,MBBS,SC
132343,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
132373,Institute of Medical Sciences  Bhubaneswar CAMPUS-5,MBBS,Open
132374,IMS BHU Dental  Varanasi Institute of Medical Sciences  Banaras Hindu University  Uttar,BDS,SC
132414,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
132611,Rendo Majhi Medical College & Hospital  Bhawanipatna  Kalahandi Odisha At -,MBBS,ST
132651,Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL  NEW,MBBS,ST
132686,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
132761,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
132766,Medical College  Mahabubabad Government Medical College ,MBBS,ST
132932,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
132956,Institute of Medical Science  Kochi Amrita School of Medicine,MBBS,Open
132960,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
132980,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
132983,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
133049,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
133095,of Medical Sciences and SUM Host.  Bhubaneswar K 8 Kalinga Nagar Po,MBBS,Open
133134,DentalCollege and Hospital Paithna Bhaganbigha Rahui Nalanda Paithna-,BDS,SC
133157,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
133180,Vidyapeeth DU Medical College Dhankawadi  Pune-Satara Road  Pune ,MBBS,Open
133210,DENTAL COLLEGE & HOSP. MUMBAI St Georges Hospital Compound P D,BDS,SC
133214,Gangadhar Mahaswamigalu Moorusavirmath Medical College  Hubballi KLE,MBBS,Open
133278,Medical College  Hyderbad Sanathnagar  Hyderabad  Telangana  500038,MBBS,SC
133286,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
133301,Dental College RIMS Kadapa PRINCIPAL GOVT DENTAL COLLEGE  RIMS ,BDS,SC
133396,Medical College  Nagarkurnool Sy no. 237  Uyyalawada village ,MBBS,ST
133490,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
133513,DENTAL COLLEGE & HOSP AHMEDABAD NEW CIVIL HOSPITAL CAMPUS ,BDS,SC
133587,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
133604,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
133625,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
133676,Hegde Medical Academy  Mangaluru Deralakatte  Mangaluru  Dakshina Kannada,MBBS,Open
133807,DENTAL COLLEGE  KOZIKODE MEDICAL COLLEGE CAMPUS  MEDICAL,BDS,SC
133904,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
133922,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
133955,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
134065,of Medical Sciences and SUM Host.  Bhubaneswar K 8 Kalinga Nagar Po,MBBS,Open
134066,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
134079,Katt. Dental College and Hospt. Chennai SRM NAGAR POTHERI,BDS,Open
134204,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
134322,of Medical Sciences and SUM Host.  Bhubaneswar K 8 Kalinga Nagar Po,MBBS,Open
134423,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
134426,IMS BHU Dental  Varanasi Institute of Medical Sciences  Banaras Hindu University  Uttar,BDS,SC
134488,Medical College  Bhadradri  Kothagudem besides Sammakka Saarakka,MBBS,ST
134503,Rajamahendravaram Government Medical College  Rajamahendravaram ,MBBS,ST
134549,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
134561,Med. Inst. and Res. Centre  Sumandeep Vidyapeeth Sumandeep Vidyapeeth,MBBS,Open
134647,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
134667,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
134680,Inst. Med. and Research  Mullana M.M. INSTITUTE OF MEDICAL SCIENCES AND,MBBS,Open
134693,Institute of Medical Science  Kochi Amrita School of Medicine,MBBS,Open
134761,Institute of Medical Science  Kochi Amrita School of Medicine,MBBS,Open
134769,Hegde Medical Academy  Mangaluru Deralakatte  Mangaluru  Dakshina Kannada,MBBS,Open
134838,Hegde Medical Academy  Mangaluru Deralakatte  Mangaluru  Dakshina Kannada,MBBS,Open
134842,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
134866,DENTAL COLLEGE  GUWAHATI PO Indrapur Bhangagarh  Guwahati ,BDS,SC
134922,Institute of Medical Science  Kochi Amrita School of Medicine,MBBS,Open
134951,Gandi Mission Medical College vashi Sector 30  Vashi  Navi Mumbai ,MBBS,Open
134966,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
134999,DENTAL COLLEGE & HOSP. MUMBAI St Georges Hospital Compound P D,BDS,SC
135148,Muthiah Dental College and Hos.   Annamalai  GOVT DENTAL COLLEGE AND,BDS,SC
135173,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
135232,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
135241,Veedu Medical College and Hospt.  Puducherry PONDY - CUDDALORE,MBBS,Open
135261,Medical College Nirmal 530 PRIYADARSHINI NAGAR,MBBS,ST
135270,MEDICAL COLLEGE MACHILIPATNAM  KARA AGRAHARAM NEAR,MBBS,ST
135337,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
135363,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
135383,Institute of Medical Science  Kochi Amrita School of Medicine,MBBS,Open
135405,Medical College  Kolar TAMAKA KOLAR  Karnataka  563103,MBBS,Open
135427,PUDUCHERRY Dhanvantari Nagar Gorimedu Puducherry  Puducherry  605006,MBBS,SC
135523,Medical College  Ariyalur  1 COLLEGE ROAD GOVERNMENT MEDICAL,MBBS,ST
135529,Medical College  Bhadradri  Kothagudem besides Sammakka Saarakka,MBBS,ST
135584,AIIMS  Nagpur PLOT NO 2 SECTOR 20 MIHAN NAGPUR  Maharashtra  441108 MBBS,Open,OBC
135615,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
135662,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
135693,Medical College  Dindigul 1 Nallampatti Road Adiyanoothu village Dindigul ,MBBS,ST
135716,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
135744,Vidyapeeth DU Dental College and Hospt.  Pune Bharati Vidyapeeth (Deemed to,BDS,Open
135745,Vidyapeeth DU Dental College and Hospt.  Pune Bharati Vidyapeeth (Deemed to,BDS,Open
135819,DENTAL COLL.& HOSP.  JAMNAGAR Opp. City Police Line ,BDS,SC
135833,Institute of Medical Science  Kochi Amrita School of Medicine,MBBS,Open
135858,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
135876,Perundurai Medical College  Perundurai GOVERNMENT ERODE MEDICAL,MBBS,ST
135916,Medical College  Jagtial Government Medical College  Jagtial  Jagtial,MBBS,ST
135938,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
136089,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
136144,Medical College  Kallakurichi  S.NO 251  AGARAKOTTALAM ROAD ,MBBS,ST
136200,Institute of Medical Sciences  Bhubaneswar CAMPUS-5,MBBS,Open
136406,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
136423,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
136448,AIIMS  Nagpur PLOT NO 2 SECTOR 20 MIHAN NAGPUR  Maharashtra  441108 MBBS,OBC,OBC
136449,Medical college Dipholu  Mohkhuli Chariali  Laokhua Road  Nagaon  Assam ,MBBS,ST
136457,Ramachandra Med. College and Res. Inst.  Chennai No. One Ramachandra Nagar ,MBBS,Open
136604,Medical College  Khammam Wyra Road  Khammam  Telangana  507002,MBBS,ST
136637,Sivgangai M. C. Sivagangai MANAMADURAI MAIN ROAD  KEELA,MBBS,ST
136661,Ramachandra Dental and Hospt.  Chennai No. 1 Ramachandra Nagar  Porur ,BDS,Open
136665,DENTAL COLLEGE & HOSPITAL  GOA Bambolim Goa  Goa  403202,BDS,ST
136692,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
136708,BENGAL DENT.COLL SUSHRUTNAGAR P.O SHUSHRUTA NAGAR  DIST.,BDS,SC
136897,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
136904,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
137015,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
137055,Med. Inst. and Res. Centre  Sumandeep Vidyapeeth Sumandeep Vidyapeeth,MBBS,Open
137126,Medical College Karur SANAPIRATTI VILLAGE NORTH GANDHIGRAMAM,MBBS,ST
137220,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
137291,Institute of Medical Science  Kochi Amrita School of Medicine,MBBS,Open
137314,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
137317,Inst. of Med. Scie.  Karad KARAD  DIST. SATARA (MAHARASHTRA STATE). ,MBBS,Open
137319,Medical College Karur SANAPIRATTI VILLAGE NORTH GANDHIGRAMAM,MBBS,ST
137367,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
137374,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
137391,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
137472,Dental College  Chennai SRM DENTAL COLLEGE  BHARATHI SALAI ,BDS,Open
137486,medical College  Namakkal 353 MASTER PLAN COMPLEX,MBBS,ST
137582,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
137626,DENTAL COLLEGE & HOSP AHMEDABAD NEW CIVIL HOSPITAL CAMPUS ,BDS,SC
137684,DENTAL COLLEGE & HOSP. NAGPUR Government Dental College And,BDS,SC
137873,Rendo Majhi Medical College & Hospital  Bhawanipatna  Kalahandi Odisha At -,MBBS,ST
137888,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
137907,Dental College  Chennai SRM DENTAL COLLEGE  BHARATHI SALAI ,BDS,Open
137922,medical College  Namakkal 353 MASTER PLAN COMPLEX,MBBS,ST
138017,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
138029,of Medical Sciences and SUM Host.  Bhubaneswar K 8 Kalinga Nagar Po,MBBS,Open
138064,DENTAL COLLEGE & HOSP AHMEDABAD NEW CIVIL HOSPITAL CAMPUS ,BDS,SC
138090,Dental College  Gulbarga ESIC MEDICAL COLLEGE & HOSPITAL CAMPUS ,BDS,ST
138099,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
138118,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
138155,DENTAL COLLEGE & HOSP. MUMBAI St Georges Hospital Compound P D,BDS,SC
138184,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
138253,Nehru Institute of Dental Sciences  Imphal Porompat  Imphal East  Manipur ,BDS,SC
138335,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
138350,Ramachandra Med. College and Res. Inst.  Chennai No. One Ramachandra Nagar ,MBBS,Open
138407,Hegde Medical Academy  Mangaluru Deralakatte  Mangaluru  Dakshina Kannada,MBBS,Open
138489,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
138510,Institute of Medical Sciences  Bhubaneswar CAMPUS-5,MBBS,Open
138530,Pudukkottai Medical College Hopt.  Pudukkott MULLUR PUDUKKOTTAI PO,MBBS,ST
138627,Hegde Medical Academy  Mangaluru Deralakatte  Mangaluru  Dakshina Kannada,MBBS,Open
138628,Hegde Medical Academy  Mangaluru Deralakatte  Mangaluru  Dakshina Kannada,MBBS,Open
138675,DENTAL COLLEGE  GUWAHATI PO Indrapur Bhangagarh  Guwahati ,BDS,SC
138681,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
138712,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
138829,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
138858,Medical College  Ramanathapuram No 1  Patinamkathan  Collectorate,MBBS,ST
138955,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
139036,SBKS Med. Inst. and Res. Centre  Sumandeep Vidyapeeth Sumandeep Vidyapeeth,MBBS,Open
139063,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
139120,Medical College  Ramanathapuram No 1  Patinamkathan  Collectorate,MBBS,ST
139172,MEDICAL COLLEGE FOR WOMEN PUNE Gram Lavale Tal Mulshi Pune ,MBBS,Open
139179,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
139260,Dental College  Chennai SRM DENTAL COLLEGE  BHARATHI SALAI ,BDS,Open
139308,Medical College  Kumuram Bheem Asifabad  Government Medical College,MBBS,ST
139410,Institute of Medical Science  Kochi Amrita School of Medicine,MBBS,Open
139433,Gangadhar Mahaswamigalu Moorusavirmath Medical College  Hubballi KLE,MBBS,Open
139477,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
139538,Medical College Vikarabad  ANANTHAGIRI HILLS VIKARABAD VIKARABAD,MBBS,ST
139539,Pudukkottai Medical College Hopt.  Pudukkott MULLUR PUDUKKOTTAI PO,MBBS,ST
139690,DENTAL COLLEGE  TRIVANDRUM Govt Dental College Thiruvananthapuram,BDS,SC
139728,Medical College  Navi Mumbai MGM Medical College  Plot No. 1-2  Sector 1 ,MBBS,Open
139773,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
139783,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
139799,DENTAL COLLEGE  TRIVANDRUM Govt Dental College Thiruvananthapuram,BDS,SC
139865,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
140016,Institute of Medical Sciences  Bhubaneswar CAMPUS-5,MBBS,Open
140075,Institute of Medical Science  Kochi Amrita School of Medicine,MBBS,Open
140094,VILLUPURAM THE DEAN  GOVT. VILLUPURAM MEDICAL COLLEGE ,MBBS,ST
140134,Inst. Med. and Research  Mullana M.M. INSTITUTE OF MEDICAL SCIENCES AND,MBBS,Open
140201,Institute of Medical Science  Kochi Amrita School of Medicine,MBBS,Open
140364,Hegde Medical Academy  Mangaluru Deralakatte  Mangaluru  Dakshina Kannada,MBBS,Open
140534,Inst. Med. and Research  Mullana M.M. INSTITUTE OF MEDICAL SCIENCES AND,MBBS,Open
140669,Medical College  Aurangabad N-6  Cidco  Aurangabad   Maharashtra  431003,MBBS,Open
140738,THIRUVARUR MASTER PLAN COMPLEX ,MBBS,ST
140743,THIRUVARUR MASTER PLAN COMPLEX ,MBBS,ST
140771,of Medical Sciences and SUM Host.  Bhubaneswar K 8 Kalinga Nagar Po,MBBS,Open
140873,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
140931,Inst. Med. and Research  Mullana M.M. INSTITUTE OF MEDICAL SCIENCES AND,MBBS,Open
140944,Dental College  Chennai Saveetha Dental College and Hospitals 162 ,BDS,Open
140973,AIIMS Mangalagiri  ALL INDIA INSTITUTE OF MEDICAL SCIENCES,MBBS,Open
141071,INSTITUTE OF MEDICAL SCIENCE AND RESEARCH PHIREBAGIE ,MBBS,ST
141097,Institute of Medical Sciences  Bhubaneswar CAMPUS-5,MBBS,Open
141100,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
141149,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
141155,KARAIKAL Dhanvantari Nagar Gorimedu Puducherry 605006  Puducherry ,MBBS,SC
141240,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
141330,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
141396,Institute of Medical Science  Kochi Amrita School of Medicine,MBBS,Open
141409,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
141449,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
141497,Medical College  Navi Mumbai MGM Medical College  Plot No. 1-2  Sector 1 ,MBBS,Open
141498,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
141528,College of Dental Sce.  Manipal Madhav Nagar  Manipal India  Karnataka ,BDS,Open
141642,DY Patil Dental College and Hosp. Pune Mahesh Nagar  Pimpri  Pune - 411018 ,BDS,Open
141666,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
141722,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
141853,KARAIKAL Dhanvantari Nagar Gorimedu Puducherry 605006  Puducherry ,MBBS,SC
141856,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
141915,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
141919,Medical College  Navi Mumbai MGM Medical College  Plot No. 1-2  Sector 1 ,MBBS,Open
141943,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
142070,Medical College  Navi Mumbai MGM Medical College  Plot No. 1-2  Sector 1 ,MBBS,Open
142117,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
142122,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
142128,Medical College  Navi Mumbai MGM Medical College  Plot No. 1-2  Sector 1 ,MBBS,Open
142184,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
142371,MEDICAL COLLEGE AND HOSPITAL 173  AGARAM MAIN ROAD  ,MBBS,Open
142430,Med. Inst. and Res. Centre  Sumandeep Vidyapeeth Sumandeep Vidyapeeth,MBBS,Open
142512,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
142624,Medical College  Mangalore University Road Deralakatte Mangaluru ,MBBS,Open
142642,Govt. Medical College  Mandi Mandi at Nerchowk Tehsil Balh PO Bhangrotu ,MBBS,SC
142668,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
142723,Inst. Med. and Research  Mullana M.M. INSTITUTE OF MEDICAL SCIENCES AND,MBBS,Open
142761,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
142837,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
142878,Institute of Dental Sciences  Bhubaneswar CAMPUS-5,BDS,Open
142937,Gangadhar Mahaswamigalu Moorusavirmath Medical College  Hubballi KLE,MBBS,Open
142939,Dental College Hyderabad GOVERNMENT DENTAL COLLEGE AND,BDS,ST
142954,Vidyapeeth DU Medical College Dhankawadi  Pune-Satara Road  Pune ,MBBS,Open
142955,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
143134,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
143197,MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR Hinaga Road,MBBS,Open
143216,Hegde Medical Academy  Mangaluru Deralakatte  Mangaluru  Dakshina Kannada,MBBS,Open
143223,Institute of Medical Science  Kochi Amrita School of Medicine,MBBS,Open
143336,Institute of Medical Science  Kochi Amrita School of Medicine,MBBS,Open
143423,Govt. Medical College  Mandi Mandi at Nerchowk Tehsil Balh PO Bhangrotu ,MBBS,SC
143437,MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR Hinaga Road,MBBS,Open
143455,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
143536,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
143545,of Medical Sciences and SUM Host.  Bhubaneswar K 8 Kalinga Nagar Po,MBBS,Open
143609,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
143637,IMS BHU Dental  Varanasi Institute of Medical Sciences  Banaras Hindu University  Uttar,BDS,ST
143677,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
143786,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
143794,Lal Nehru Medical College  Belagavi J.N. Medical College Campus  Nehru,MBBS,Open
143796,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
143844,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
143919,Medical College  Navi Mumbai MGM Medical College  Plot No. 1-2  Sector 1 ,MBBS,Open
143948,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
143956,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
143973,VK Inst. of Dental Scie. Belagavi KLE V.K. Institute of Dental Sciences  J.N. Medical,BDS,Open
144042,Institute of Medical Science  Kochi Amrita School of Medicine,MBBS,Open
144044,of Medical Sciences and SUM Host.  Bhubaneswar K 8 Kalinga Nagar Po,MBBS,Open
144152,of Medical Sciences and SUM Host.  Bhubaneswar K 8 Kalinga Nagar Po,MBBS,Open
144173,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
144180,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
144210,Institute of Medical Science  Kochi Amrita School of Medicine,MBBS,Open
144272,School of Medicine Faridabad Mata Amritanandmayi Marg  Sector-88  Faridabad ,MBBS,Open
144302,of Medical Sciences and SUM Host.  Bhubaneswar K 8 Kalinga Nagar Po,MBBS,Open
144366,Institute of Medical Science  Kochi Amrita School of Medicine,MBBS,Open
144380,Hegde Medical Academy  Mangaluru Deralakatte  Mangaluru  Dakshina Kannada,MBBS,Open
144382,Medical College  Aurangabad N-6  Cidco  Aurangabad   Maharashtra  431003,MBBS,Open
144405,AIIMS  Rishikesh  ALL INDIA INSTITUTE OF MEDICAL SCIENCES  RISHIKESH MBBS,OBC,OBC
144470,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
144660,DY Patil Dental College and Hosp. Pune Mahesh Nagar  Pimpri  Pune - 411018 ,BDS,Open
144729,Institute of Medical Science  Kochi Amrita School of Medicine,MBBS,Open
144749,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
144752,Dental College  Chennai Saveetha Dental College and Hospitals 162 ,BDS,Open
144771,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
144784,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
144827,DYP Edu. Soc. Deemed Uni.  Kolhapur 869  E Ward  D. Y. Patil Vidyanagar  Kasaba,MBBS,Open
144838,Medical College and PIMS  Loni At - Loni BK Tal - Rahata,MBBS,Open
145041,Medical College  Mysuru The Principal JSS Medical College and Hospital Medical,MBBS,Open
145092,AIIMS Rajkot MBBS admission cell Room No.3  Ground floor  AYUSH  Permanent,MBBS,Open
145124,GOVT D.C. & HOSP  CHENNAI No. 1  TNPSC SALAI  PARK TOWN ,BDS,ST
