Rank,Name,Course,Category
3800,SUBHASH CHANDRA BOSE MC JABALPUR NAGPUR ROAD  JABALPUR ,MBBS,Open
3801,AIIMS Guahawti PO-CHANGSARI  DISTRICT-KAMRUP  Assam  781101,MBBS,Open
3802,Medical College  Ernakulam HMT COLONY P O  KALAMASSERY  ERNAKULAM,MBBS,Open
3803,Balasaheb Thackeray Medical College and Dr. R. N. Cooper,MBBS,Open
3804,AIIMS Bilaspur Changar Palasiyan  Himachal Pradesh All India Institute of Medical,MBBS,EWS
3805,AIIMS Bilaspur Changar Palasiyan  Himachal Pradesh All India Institute of Medical,MBBS,EWS
3806,Medical College  Omandurar GOVERNMENT MEDICAL COLLEGE ,MBBS,Open
3808,Hardinge Medical College  New Delhi Lady Hardinge Medical College  Shaheed,MBBS,Open
3810,MEDICAL COLLEGE  UDAIPUR Opposite Court Chourha  Udaipur  Rajasthan ,MBBS,Open
3813,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,OBC
3816,MEDICAL COLLEGE  UDAIPUR Opposite Court Chourha  Udaipur  Rajasthan ,MBBS,Open
3817,Ram Manohar Lohia Inst. of Med. Sce.  Lucknow Vibhuti Khand,MBBS,OBC
3818,KILPAUK MEDICAL COLLEGE CHENNAI No. 822  EVR Periyar salai  ,MBBS,OBC
3820,MEDICAL COLLEGE  KOTTAYAM GANDHINAGAR P O,MBBS,OBC
3824,AIIMS Jammu AIIMS Vijaypur Samba Jammu  Jammu And Kashmir  18410,MBBS,Open
3826,B.R. Ambedkar State Institute of Medical Sciences  Sector 56 Mohali  Punjab ,MBBS,Open
3827,Medical College Koti  KOTi  HYDERABAD,MBBS,EWS
3828,AIIMS Guahawti PO-CHANGSARI  DISTRICT-KAMRUP  Assam  781101,MBBS,Open
3829,Balasaheb Thackeray Medical College and Dr. R. N. Cooper,MBBS,Open
3832,AIIMS  Bibi Nagar  Hyderabad AIIMS Bibinagar (Hyderabad Metropolitan Region),MBBS,OBC
3834,AIIMS Guahawti PO-CHANGSARI  DISTRICT-KAMRUP  Assam  781101,MBBS,Open
3835,MEDICAL COLLEGE  PATNA ASHOK RAJPATH  PATNA  Bihar  800004,MBBS,OBC
3837,JIPMER KARAIKAL Dhanvantari Nagar Gorimedu Puducherry 605006  Puducherry ,MBBS,OBC
3838,Inst. of Medical Sciences  Sevagram Wardha VILLAGE AND PO SEVAGRAM,MBBS,Open
3839,AIIMS Guahawti PO-CHANGSARI  DISTRICT-KAMRUP  Assam  781101,MBBS,Open
3840,AIIMS-Bhopal  SAKET NAGAR BHOPAL  Madhya Pradesh  462020,MBBS,SC
3841,MEDICAL COLLEGE  UDAIPUR Opposite Court Chourha  Udaipur  Rajasthan ,MBBS,Open
3842,Medical College  Faridabad NH 3 NIT FARIDABAD  Haryana  121001,MBBS,Open
3845,Azad Medical College  New Delhi 2 Bahadur Shah Zafar Marg,MBBS,ST
3847,GANDHI GOVT.MEDICAL COLL.  NAGPUR MEYO HOSPITAL CENTRAL,MBBS,Open
3848,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,OBC
3851,Medical College Musheerabad Secunderabad MUSHEERABAD ,MBBS,OBC
3852,College of Medical Sciences  New Delhi Dilshad Garden  Delhi (NCT)  110095,MBBS,ST
3858,AIIMS  Bibi Nagar  Hyderabad AIIMS Bibinagar (Hyderabad Metropolitan Region),MBBS,OBC
3859,MEDICAL COLLEGE  UDAIPUR Opposite Court Chourha  Udaipur  Rajasthan ,MBBS,Open
3861,AIIMS Jammu AIIMS Vijaypur Samba Jammu  Jammu And Kashmir  18410,MBBS,Open
3862,AIIMS Jammu AIIMS Vijaypur Samba Jammu  Jammu And Kashmir  18410,MBBS,Open
3864,College of Medical Sciences  Jaipur RUHS COLLEGE OF MEDICAL SCIENCES ,MBBS,EWS
3867,MEDICAL COLLEGE  UDAIPUR Opposite Court Chourha  Udaipur  Rajasthan ,MBBS,Open
3870,AIIMS  Kalyani NH-34 Connector  Basantapur  Saguna  Kalyani  741245  West Bengal ,MBBS,EWS
3873,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,OBC
3875,AIIMS Bilaspur Changar Palasiyan  Himachal Pradesh All India Institute of Medical,MBBS,EWS
3878,COLLEGE  KOLKATA 88  College Street  Kolkata-700073  West Bengal ,MBBS,OBC
3880,LAL NEHRU MEDICAL  AJMER NEAR PATEL STADIUM AJMER ,MBBS,Open
3884,Medical College Koti  KOTi  HYDERABAD,MBBS,EWS
3885,Ram Manohar Lohia Inst. of Med. Sce.  Lucknow Vibhuti Khand,MBBS,EWS
3886,MEDICAL COLLEGE  NAGPUR Hanuman Nagar Nagpur  Maharashtra  440003,MBBS,Open
3888,AIIMS Jammu AIIMS Vijaypur Samba Jammu  Jammu And Kashmir  18410,MBBS,Open
3889,Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL  NEW,MBBS,EWS
3892,AIIMS  Madurai AIIMS MADURAI  Tamil Nadu  625008,MBBS,Open
3894,INST. OF MEDICAL SCI.  BELGAUM DR B R AMBEDKAR ROAD,MBBS,Open
3896,AIIMS  Bibi Nagar  Hyderabad AIIMS Bibinagar (Hyderabad Metropolitan Region),MBBS,EWS
3900,College of Medical Sciences  New Delhi Dilshad Garden  Delhi (NCT)  110095,MBBS,EWS
3901,Hardinge Medical College  New Delhi Lady Hardinge Medical College  Shaheed,MBBS,Open
3902,BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE  VIDISHA NH 86,MBBS,Open
3905,B.D. SHARMA PGIMS  ROHTAK Pt. B.D. Sharma PGIMS  Rohtak  Haryana ,MBBS,Open
3907,MEDICAL COLLEGE  MEERUT LALA LAJPAT RAI MEMORIAL  MEDICAL,MBBS,Open
3908,INST. OF MED. SCI.  RANCHI Director  Rajendra Institute of Medical,MBBS,Open
3909,COLLEGE  AMRITSAR CIRCULAR ROAD  AMRITSAR-143001 ,MBBS,Open
3910,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,OBC
3911,MEDICAL COLLEGE  CHENNAI MADRAS MEDICAL COLLEGE,MBBS,EWS
3912,JIPMER KARAIKAL Dhanvantari Nagar Gorimedu Puducherry 605006  Puducherry ,MBBS,OBC
3916,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,OBC
3917,AIIMS Guahawti PO-CHANGSARI  DISTRICT-KAMRUP  Assam  781101,MBBS,OBC
3918,MEDICAL COLLEGE COIMBATORE CIVIL AERODROME POST ,MBBS,Open
3919,COLLEGE  THRISSUR Govt.Medical College Thrissur Medical College,MBBS,OBC
3920,COLLEGE  KOTA Rangbari Road Kota  Rajasthan  324005,MBBS,Open
3922,AIIMS  Madurai AIIMS MADURAI  Tamil Nadu  625008,MBBS,Open
3926,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,OBC
3927,Gandhi Institute of Medical Sciences  Patna RAZA BAZAR  SHEIKHPURA ,MBBS,Open
3929,MEDICAL COLLEGE  AGRA HOSPITAL ROAD AGRA  Uttar Pradesh  282002,MBBS,Open
3934,SIRKAR MEDICAL COLLEGE  KOLKATA 138 AJC Bose Road  Kolkata -,MBBS,Open
3935,INST. OF MED. SCI.  RANCHI Director  Rajendra Institute of Medical,MBBS,Open
3936,MEDICAL COLLEGE COIMBATORE CIVIL AERODROME POST ,MBBS,Open
3937,LAL NEHRU MEDICAL  AJMER NEAR PATEL STADIUM AJMER ,MBBS,Open
3939,LAL NEHRU MEDICAL  AJMER NEAR PATEL STADIUM AJMER ,MBBS,Open
3942,AIIMS Bilaspur Changar Palasiyan  Himachal Pradesh All India Institute of Medical,MBBS,EWS
3943,MEDICAL COLLEGE  ALLAPPUZHA GOVERNMENT T.D.MEDICAL COLLEGE ,MBBS,Open
3944,Azad Medical College  New Delhi 2 Bahadur Shah Zafar Marg,MBBS,OBC
3948,Azad Medical College  New Delhi 2 Bahadur Shah Zafar Marg,MBBS,OBC
3951,AIIMS  Bibi Nagar  Hyderabad AIIMS Bibinagar (Hyderabad Metropolitan Region),MBBS,OBC
3952,NATIONAL MED COLL KOLKATA 32  GORACHAND ROAD  PARK,MBBS,Open
3955,AIIMS Bilaspur Changar Palasiyan  Himachal Pradesh All India Institute of Medical,MBBS,EWS
3956,MEDICAL COLLEGE  NAGPUR Hanuman Nagar Nagpur  Maharashtra  440003,MBBS,Open
3959,AIIMS Bilaspur Changar Palasiyan  Himachal Pradesh All India Institute of Medical,MBBS,EWS
3960,COLLEGE  THRISSUR Govt.Medical College Thrissur Medical College,MBBS,OBC
3961,COLLEGE  KOLKATA 88  College Street  Kolkata-700073  West Bengal ,MBBS,OBC
3964,MEDICAL COLLEGE  NAGPUR Hanuman Nagar Nagpur  Maharashtra  440003,MBBS,Open
3966,MEDICAL COLLEGE COIMBATORE CIVIL AERODROME POST ,MBBS,OBC
3967,Azad Medical College  New Delhi 2 Bahadur Shah Zafar Marg,MBBS,OBC
3968,MEDICAL COLLEGE  BHOPAL Royal Market Sultania Road Bhopal  Madhya,MBBS,Open
3969,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,EWS
3972,Medical College  Jammu GOVERNMENT MEDICAL COLLEGE  BAKSHI NAGAR ,MBBS,Open
3974,Banglore ESICMC AND PGIMSR  Rajajinagar  Bengaluru ,MBBS,Open
3975,AIIMS  Bibi Nagar  Hyderabad AIIMS Bibinagar (Hyderabad Metropolitan Region),MBBS,OBC
3976,KILPAUK MEDICAL COLLEGE CHENNAI No. 822  EVR Periyar salai  ,MBBS,OBC
3978,Balasaheb Thackeray Medical College and Dr. R. N. Cooper,MBBS,Open
3980,AIIMS  Bibi Nagar  Hyderabad AIIMS Bibinagar (Hyderabad Metropolitan Region),MBBS,OBC
3982,Hardinge Medical College  New Delhi Lady Hardinge Medical College  Shaheed,MBBS,Open
3984,SUBHASH CHANDRA BOSE MC JABALPUR NAGPUR ROAD  JABALPUR ,MBBS,Open
3985,AIIMS  Bhubaneswar AT - Sijua  POST - DUMUDUMA  BHUBANESWAR-751019 ,MBBS,SC
3987,Azad Medical College  New Delhi 2 Bahadur Shah Zafar Marg,MBBS,OBC
3988,College of Medical Sciences  New Delhi Dilshad Garden  Delhi (NCT)  110095,MBBS,EWS
3989,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,OBC
3990,MEDICAL COLLEGE  KOTTAYAM GANDHINAGAR P O,MBBS,OBC
3991,MEDICAL COLLEGE  KOTTAYAM GANDHINAGAR P O,MBBS,OBC
3993,AIIMS  Madurai AIIMS MADURAI  Tamil Nadu  625008,MBBS,Open
3994,Balasaheb Thackeray Medical College and Dr. R. N. Cooper,MBBS,Open
3995,AIIMS  Kalyani NH-34 Connector  Basantapur  Saguna  Kalyani  741245  West Bengal ,MBBS,EWS
3996,Nehru Medical College  AMU ALIGARH ALIGARH MUSLIM UNIVERSITY ,MBBS,Open
3997,Medical College  Manipal Univ.  Manipal Madhav Nagar  Manipal  Karnataka,MBBS,Open
3999,MEDICAL COLLEGE  MADURAI PANAGAL ROAD,MBBS,Open
4000,COLLEGE  THRISSUR Govt.Medical College Thrissur Medical College,MBBS,OBC
4001,MEDICAL COLLEGE  MADURAI PANAGAL ROAD,MBBS,Open
4003,MEDICAL COLLEGE  CUTTACK Mangalabag  Cuttack  Odisha  753007,MBBS,OBC
4004,Atal Bihari Vajpayee Medical College & Research Institute ,MBBS,Open
4005,AIIMS  Madurai AIIMS MADURAI  Tamil Nadu  625008,MBBS,Open
4010,Ram Manohar Lohia Inst. of Med. Sce.  Lucknow Vibhuti Khand,MBBS,OBC
4011,Medical College  Kakinada PITHAPURAM ROAD  KAKINADA  Andhra,MBBS,Open
4012,Nehru Medical College  AMU ALIGARH ALIGARH MUSLIM UNIVERSITY ,MBBS,Open
4013,MEDICAL COLLEGE  JODHPUR RESIDENCY ROAD SHASTRI NAGAR,MBBS,OBC
4017,AIIMS  Madurai AIIMS MADURAI  Tamil Nadu  625008,MBBS,Open
4019,MEDICAL COLLEGE  JODHPUR RESIDENCY ROAD SHASTRI NAGAR,MBBS,OBC
4021,Government Medical College  Pune Sassoon Hospital Compound  Near Pune,MBBS,OBC
4026,MEDICAL COLLEGE  GUWAHATI Narakasur Hill top   Bhangagarh ,MBBS,Open
4029,MEDICAL COLLEGE  ALLAPPUZHA GOVERNMENT T.D.MEDICAL COLLEGE ,MBBS,Open
4030,AIIMS  Bibi Nagar  Hyderabad AIIMS Bibinagar (Hyderabad Metropolitan Region),MBBS,OBC
4031,AIIMS-Bhopal  SAKET NAGAR BHOPAL  Madhya Pradesh  462020,MBBS,SC
4032,MEDICAL COLLEGE  PATNA ASHOK RAJPATH  PATNA  Bihar  800004,MBBS,OBC
4034,MEDICAL COLLEGE  NAGPUR Hanuman Nagar Nagpur  Maharashtra  440003,MBBS,Open
4040,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,OBC
4041,MEDICAL COLLEGE  MEERUT LALA LAJPAT RAI MEMORIAL  MEDICAL,MBBS,Open
4042,KAR MEDICAL COLLEGE KOLKATA R G Kar Medical College,MBBS,Open
4044,AIIMS  Kalyani NH-34 Connector  Basantapur  Saguna  Kalyani  741245  West Bengal ,MBBS,EWS
4046,KAR MEDICAL COLLEGE KOLKATA R G Kar Medical College,MBBS,Open
4048,MEDICAL COLL & SIR J.J.HOSP MUMBAI Sir JJ Group of HospitalCompound ,MBBS,EWS
4050,MEDICAL COLLEGE  INDORE AB ROAD INDORE  Madhya Pradesh  452001,MBBS,EWS
4051,LAL NEHRU MEDICAL  AJMER NEAR PATEL STADIUM AJMER ,MBBS,Open
4052,MEDICAL COLLEGE  AGRA HOSPITAL ROAD AGRA  Uttar Pradesh  282002,MBBS,Open
4055,NATIONAL MED COLL KOLKATA 32  GORACHAND ROAD  PARK,MBBS,Open
4056,SIRKAR MEDICAL COLLEGE  KOLKATA 138 AJC Bose Road  Kolkata -,MBBS,OBC
4059,AIIMS Bilaspur Changar Palasiyan  Himachal Pradesh All India Institute of Medical,MBBS,EWS
4060,Medical College  Omandurar GOVERNMENT MEDICAL COLLEGE ,MBBS,Open
4061,Hardinge Medical College  New Delhi Lady Hardinge Medical College  Shaheed,MBBS,Open
4062,AIIMS Jammu AIIMS Vijaypur Samba Jammu  Jammu And Kashmir  18410,MBBS,EWS
4063,AIIMS  Bibi Nagar  Hyderabad AIIMS Bibinagar (Hyderabad Metropolitan Region),MBBS,OBC
4065,LAL NEHRU MEDICAL  AJMER NEAR PATEL STADIUM AJMER ,MBBS,Open
4066,MEDICAL COLLEGE COIMBATORE CIVIL AERODROME POST ,MBBS,OBC
4067,KAR MEDICAL COLLEGE KOLKATA R G Kar Medical College,MBBS,Open
4068,MEDICAL COLLEGE  JODHPUR RESIDENCY ROAD SHASTRI NAGAR,MBBS,OBC
4070,AIIMS  Bibi Nagar  Hyderabad AIIMS Bibinagar (Hyderabad Metropolitan Region),MBBS,OBC
4072,MEDICAL COLLEGE  JODHPUR RESIDENCY ROAD SHASTRI NAGAR,MBBS,OBC
4073,PRASAD MC  TANDA Dr.Rajendra Prasad Govt.Medical College,MBBS,Open
4076,Medical College  Ernakulam HMT COLONY P O  KALAMASSERY  ERNAKULAM,MBBS,Open
4077,Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL  NEW,MBBS,EWS
4078,Medical College  Hyderbad Sanathnagar  Hyderabad  Telangana  500038,MBBS,Open
4081,PATEL MEDICAL COLLEGE  BIKANER MEDICAL COLLEGE ROAD ,MBBS,EWS
4083,MEDICAL COLLEGE  BHOPAL Royal Market Sultania Road Bhopal  Madhya,MBBS,Open
4084,Hardinge Medical College  New Delhi Lady Hardinge Medical College  Shaheed,MBBS,Open
4085,Government Medical College  Pune Sassoon Hospital Compound  Near Pune,MBBS,OBC
4086,AIIMS  Bibi Nagar  Hyderabad AIIMS Bibinagar (Hyderabad Metropolitan Region),MBBS,OBC
4087,MEDICAL COLLEGE  MEERUT LALA LAJPAT RAI MEMORIAL  MEDICAL,MBBS,Open
4088,Balasaheb Thackeray Medical College and Dr. R. N. Cooper,MBBS,Open
4090,MEDICAL COLLEGE  ALLAPPUZHA GOVERNMENT T.D.MEDICAL COLLEGE ,MBBS,Open
4091,GANDHI MEDICAL COLL.  SHIMLA IGMC SHIMLA NEAR LAKKARBAZAR,MBBS,EWS
4094,Azad Medical College  New Delhi 2 Bahadur Shah Zafar Marg,MBBS,SC
4095,LAL NEHRU MEDICAL COLL  ALLAHABAD Principal Office Moti Lal Nehru,MBBS,Open
4096,INST. OF MED. SCI.  RANCHI Director  Rajendra Institute of Medical,MBBS,Open
4097,AIIMS  Bibi Nagar  Hyderabad AIIMS Bibinagar (Hyderabad Metropolitan Region),MBBS,OBC
4098,Medical College  Visakhapatnam MAHARANI PETA,MBBS,Open
4100,PATEL MEDICAL COLLEGE  BIKANER MEDICAL COLLEGE ROAD ,MBBS,EWS
4101,AIIMS  Madurai AIIMS MADURAI  Tamil Nadu  625008,MBBS,Open
4102,MEDICAL COLLEGE  BHOPAL Royal Market Sultania Road Bhopal  Madhya,MBBS,Open
4104,VISWANATHAM G.M.C. TIRUCHIRAPALLI PERIYAMILAGUPARAI ,MBBS,Open
4106,GANDHI MEDICAL COLLEGE  THANE THANE BELAPUR ROAD KALWA,MBBS,Open
4107,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,OBC
4110,MEDICAL COLLEGE  BHOPAL Royal Market Sultania Road Bhopal  Madhya,MBBS,Open
4112,MEDICAL COLLEGE  JODHPUR RESIDENCY ROAD SHASTRI NAGAR,MBBS,OBC
4113,Nehru Medical College  AMU ALIGARH ALIGARH MUSLIM UNIVERSITY ,MBBS,Open
4117,Nehru Medical College  AMU ALIGARH ALIGARH MUSLIM UNIVERSITY ,MBBS,Open
4118,MEDICAL COLLEGE  CUTTACK Mangalabag  Cuttack  Odisha  753007,MBBS,OBC
4120,B.D. SHARMA PGIMS  ROHTAK Pt. B.D. Sharma PGIMS  Rohtak  Haryana ,MBBS,Open
4121,GANDHI MEDICAL COLLEGE  THANE THANE BELAPUR ROAD KALWA,MBBS,Open
4122,Hardinge Medical College  New Delhi Lady Hardinge Medical College  Shaheed,MBBS,Open
4124,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,EWS
4125,COLLEGE  KOTA Rangbari Road Kota  Rajasthan  324005,MBBS,Open
4127,INST. OF MEDICAL SC. HUBLI VIDYANAGAR HUBBALLI  Karnataka ,MBBS,Open
4128,GANDHI MEDICAL COLL.  SHIMLA IGMC SHIMLA NEAR LAKKARBAZAR,MBBS,OBC
4130,OF PG MED EDU & RESEARCH KOLKATA 244 AJC Bose Road  Kolkata  West,MBBS,OBC
4132,SHAH MEDICAL COLLEGE  JAMNAGAR PANDIT NEHRU MARG  JAMNAGAR,MBBS,Open
4133,MEDICAL COLLEGE COIMBATORE CIVIL AERODROME POST ,MBBS,OBC
4134,TILAK MUNICIPAL M C MUMBAI Dr. Babasaheb Ambedkar Road  Sion ,MBBS,OBC
4136,MEDICAL COLLEGE  KANPUR G.S.V.M Medical College Kanpur Swaroop,MBBS,OBC
4137,MEDICAL COLLEGE  CUTTACK Mangalabag  Cuttack  Odisha  753007,MBBS,OBC
4138,SUBHASH CHANDRA BOSE MC JABALPUR NAGPUR ROAD  JABALPUR ,MBBS,Open
4139,COLLEGE  KOTA Rangbari Road Kota  Rajasthan  324005,MBBS,Open
4140,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,OBC
4141,Hardinge Medical College  New Delhi Lady Hardinge Medical College  Shaheed,MBBS,SC
4143,NATIONAL MED COLL KOLKATA 32  GORACHAND ROAD  PARK,MBBS,Open
4144,MEDICAL COLLEGE  PATNA ASHOK RAJPATH  PATNA  Bihar  800004,MBBS,EWS
4145,KAR MEDICAL COLLEGE KOLKATA R G Kar Medical College,MBBS,Open
4146,MEDICAL COLLEGE  GUWAHATI Narakasur Hill top   Bhangagarh ,MBBS,Open
4149,MEDICAL COLLEGE  MEERUT LALA LAJPAT RAI MEMORIAL  MEDICAL,MBBS,Open
4150,MED.& RESEARCH INST. MYSORE Mysore Medical College and Research,MBBS,OBC
4151,AIIMS  Rishikesh  ALL INDIA INSTITUTE OF MEDICAL SCIENCES  RISHIKESH,MBBS,SC
4152,MEDICAL COLLEGE  MEERUT LALA LAJPAT RAI MEMORIAL  MEDICAL,MBBS,EWS
4153,Nehru Medical College  AMU ALIGARH ALIGARH MUSLIM UNIVERSITY ,MBBS,Open
4158,Medical College  Ernakulam HMT COLONY P O  KALAMASSERY  ERNAKULAM,MBBS,Open
4159,KAR MEDICAL COLLEGE KOLKATA R G Kar Medical College,MBBS,Open
4160,LAL NEHRU MEDICAL COLL  ALLAHABAD Principal Office Moti Lal Nehru,MBBS,Open
4162,LAL NEHRU MEDICAL  AJMER NEAR PATEL STADIUM AJMER ,MBBS,Open
4163,Azad Medical College  New Delhi 2 Bahadur Shah Zafar Marg,MBBS,OBC
4164,AIIMS  Bibi Nagar  Hyderabad AIIMS Bibinagar (Hyderabad Metropolitan Region),MBBS,EWS
4165,AIIMS  Rishikesh  ALL INDIA INSTITUTE OF MEDICAL SCIENCES  RISHIKESH,MBBS,SC
4168,AIIMS Jammu AIIMS Vijaypur Samba Jammu  Jammu And Kashmir  18410,MBBS,OBC
4170,MEDICAL COLLEGE  CUTTACK Mangalabag  Cuttack  Odisha  753007,MBBS,OBC
4171,AIIMS Jammu AIIMS Vijaypur Samba Jammu  Jammu And Kashmir  18410,MBBS,OBC
4175,LAL NEHRU MEDICAL COLL  ALLAHABAD Principal Office Moti Lal Nehru,MBBS,Open
4178,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,OBC
4179,Azad Medical College  New Delhi 2 Bahadur Shah Zafar Marg,MBBS,SC
4181,Azad Medical College  New Delhi 2 Bahadur Shah Zafar Marg,MBBS,OBC
4182,AIIMS  Madurai AIIMS MADURAI  Tamil Nadu  625008,MBBS,Open
4188,KAR MEDICAL COLLEGE KOLKATA R G Kar Medical College,MBBS,Open
4190,COLLEGE  KOLKATA 88  College Street  Kolkata-700073  West Bengal ,MBBS,EWS
4191,GANDHI MEDICAL COLL.  SHIMLA IGMC SHIMLA NEAR LAKKARBAZAR,MBBS,OBC
4192,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,OBC
4194,MEDICAL COLLEGE  BHOPAL Royal Market Sultania Road Bhopal  Madhya,MBBS,Open
4196,Hardinge Medical College  New Delhi Lady Hardinge Medical College  Shaheed,MBBS,Open
4198,K.C. GAJAPATI M.C. BRAHMAPUR MKCG MEDICAL COLLEGE,MBBS,Open
4202,LAL NEHRU MEDICAL  AJMER NEAR PATEL STADIUM AJMER ,MBBS,Open
4203,COLLEGE  BARODA Government Medical College Baroda  Anandpura ,MBBS,EWS
4204,MEDICAL COLLEGE  PATNA ASHOK RAJPATH  PATNA  Bihar  800004,MBBS,OBC
4206,MEDICAL COLL & SIR J.J.HOSP MUMBAI Sir JJ Group of HospitalCompound ,MBBS,EWS
4207,PRASAD MC  TANDA Dr.Rajendra Prasad Govt.Medical College,MBBS,Open
4208,B.D. SHARMA PGIMS  ROHTAK Pt. B.D. Sharma PGIMS  Rohtak  Haryana ,MBBS,Open
4209,GANDHI GOVT.MEDICAL COLL.  NAGPUR MEYO HOSPITAL CENTRAL,MBBS,Open
4213,B.R. Ambedkar State Institute of Medical Sciences  Sector 56 Mohali  Punjab ,MBBS,Open
4214,Atal Bihari Vajpayee Medical College & Research Institute ,MBBS,Open
4215,Azad Medical College  New Delhi 2 Bahadur Shah Zafar Marg,MBBS,OBC
4220,AIIMS  Madurai AIIMS MADURAI  Tamil Nadu  625008,MBBS,Open
4222,GANDHI MEDICAL COLL.  SHIMLA IGMC SHIMLA NEAR LAKKARBAZAR,MBBS,OBC
4223,MEDICAL COLLEGE  JODHPUR RESIDENCY ROAD SHASTRI NAGAR,MBBS,OBC
4224,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,OBC
4225,Atal Bihari Vajpayee Medical College & Research Institute ,MBBS,Open
4227,Hardinge Medical College  New Delhi Lady Hardinge Medical College  Shaheed,MBBS,Open
4228,MEDICAL COLLEGE  UDAIPUR Opposite Court Chourha  Udaipur  Rajasthan ,MBBS,OBC
4229,MEDICAL COLLEGE  MADURAI PANAGAL ROAD,MBBS,Open
4232,Hardinge Medical College  New Delhi Lady Hardinge Medical College  Shaheed,MBBS,Open
4234,MEDICAL COLLEGE COIMBATORE CIVIL AERODROME POST ,MBBS,OBC
4236,MEDICAL COLLEGE  ALLAPPUZHA GOVERNMENT T.D.MEDICAL COLLEGE ,MBBS,OBC
4240,Medical College  Visakhapatnam MAHARANI PETA,MBBS,Open
4241,MEDICAL COLLEGE  ALLAPPUZHA GOVERNMENT T.D.MEDICAL COLLEGE ,MBBS,OBC
4242,Institute of Medical Sciences  Gulbarga Gulbarga Institute of Medical Sciences ,MBBS,Open
4243,LAL NEHRU MEDICAL  AJMER NEAR PATEL STADIUM AJMER ,MBBS,Open
4244,AIIMS Jammu AIIMS Vijaypur Samba Jammu  Jammu And Kashmir  18410,MBBS,OBC
4245,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,OBC
4246,Hardinge Medical College  New Delhi Lady Hardinge Medical College  Shaheed,MBBS,Open
4248,KILPAUK MEDICAL COLLEGE CHENNAI No. 822  EVR Periyar salai  ,MBBS,OBC
4250,AIIMS Guahawti PO-CHANGSARI  DISTRICT-KAMRUP  Assam  781101,MBBS,OBC
4251,Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi ,MBBS,OBC
4252,INST. OF MEDICAL SC. HUBLI VIDYANAGAR HUBBALLI  Karnataka ,MBBS,Open
4255,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,OBC
4256,COLLEGE  BARODA Government Medical College Baroda  Anandpura ,MBBS,OBC
4258,AIIMS  Jodhpur BASNI PHASE - II  JODHPUR-342005  Rajasthan  342005,MBBS,SC
4260,COLLEGE  BARODA Government Medical College Baroda  Anandpura ,MBBS,EWS
4262,Azad Medical College  New Delhi 2 Bahadur Shah Zafar Marg,MBBS,OBC
4264,LAL NEHRU MEDICAL COLL  ALLAHABAD Principal Office Moti Lal Nehru,MBBS,Open
4265,LAL NEHRU MEDICAL  AJMER NEAR PATEL STADIUM AJMER ,MBBS,Open
4269,J N M MEDICAL COLLEGE  RAIPUR In front of Central Jail  Jail Road Raipur C.G. ,MBBS,Open
4270,MEDICAL COLLEGE  ALLAPPUZHA GOVERNMENT T.D.MEDICAL COLLEGE ,MBBS,OBC
4276,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,EWS
4277,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand,MBBS,OBC
4280,MEDICAL COLLEGE  UDAIPUR Opposite Court Chourha  Udaipur  Rajasthan ,MBBS,OBC
4282,JIPMER PUDUCHERRY Dhanvantari Nagar Gorimedu Puducherry  Puducherry  605006,MBBS,ST
4283,LAL NEHRU MEDICAL  AJMER NEAR PATEL STADIUM AJMER ,MBBS,Open
4284,Nehru Medical College  AMU ALIGARH ALIGARH MUSLIM UNIVERSITY ,MBBS,Open
4286,MEDICAL COLLEGE  UDAIPUR Opposite Court Chourha  Udaipur  Rajasthan ,MBBS,OBC
4287,GANDHI MEDICAL COLL.  SHIMLA IGMC SHIMLA NEAR LAKKARBAZAR,MBBS,OBC
4288,AIIMS  Madurai AIIMS MADURAI  Tamil Nadu  625008,MBBS,Open
